filename,reference_width,reference_height,generated_width,generated_height,normalized_width,normalized_height,normalization_mode,main_metric_scope,content_mask_area_px,content_mask_area_ratio,ssim,ssim_percent,lpips,lpips_similarity_percent,lpips_map_mean,lpips_foreground,lpips_foreground_similarity_percent,delta_e_ciede2000,delta_e_similarity_percent,lpips_car_only,lpips_car_only_similarity_percent,ssim_car_only,mask_metric_scope,mask_iou,mask_dice,mask_area_ratio,centroid_distance_px,centroid_distance_norm,hausdorff_px,hausdorff_norm,car_mask_area_ratio,car_bbox,car_fallback_reason,ref_norm_path,gen_norm_path,car_only_ref_path,car_only_gen_path,lpips_spatial_path
ref_cla.png,780,438,2736,1536,780,438,letterbox,content_mask,341640,1.000000,0.896718,89.671808,0.026060,97.394044,0.045722,0.021319,97.868087,2.926950,97.073050,0.018775,98.122479,0.935662,car_mask,0.988794,0.994366,1.000172,1.337760,0.001495,3.605551,0.004031,0.441207,"{""x0"": 45, ""y0"": 39, ""x1"": 735, ""y1"": 406, ""pad_px"": 20, ""min_size_px"": 87, ""square"": false}",,C:\Users\Johannes\Documents\Studium\Wintersemester25\Thesis\Projekt\BestimmungProduktgenauigkeit\runs\cla_vs_cla_10\normalized\ref_cla_ref_norm.png,C:\Users\Johannes\Documents\Studium\Wintersemester25\Thesis\Projekt\BestimmungProduktgenauigkeit\runs\cla_vs_cla_10\normalized\ref_cla_gen_norm.png,C:\Users\Johannes\Documents\Studium\Wintersemester25\Thesis\Projekt\BestimmungProduktgenauigkeit\runs\cla_vs_cla_10\car_only\ref_cla_ref_car_only.png,C:\Users\Johannes\Documents\Studium\Wintersemester25\Thesis\Projekt\BestimmungProduktgenauigkeit\runs\cla_vs_cla_10\car_only\ref_cla_gen_car_only.png,C:\Users\Johannes\Documents\Studium\Wintersemester25\Thesis\Projekt\BestimmungProduktgenauigkeit\runs\cla_vs_cla_10\lpips_spatial\ref_cla_lpips_spatial.json
