filename,reference_width,reference_height,generated_width,generated_height,normalized_width,normalized_height,normalization_mode,main_metric_scope,content_mask_area_px,content_mask_area_ratio,ssim,ssim_percent,lpips,lpips_similarity_percent,lpips_map_mean,lpips_foreground,lpips_foreground_similarity_percent,delta_e_ciede2000,delta_e_similarity_percent,lpips_car_only,lpips_car_only_similarity_percent,ssim_car_only,mask_metric_scope,mask_iou,mask_dice,mask_area_ratio,centroid_distance_px,centroid_distance_norm,hausdorff_px,hausdorff_norm,car_mask_area_ratio,car_bbox,car_fallback_reason,ref_norm_path,gen_norm_path,car_only_ref_path,car_only_gen_path,lpips_spatial_path
ref_cla.png,780,438,1920,1200,780,438,letterbox,content_mask,307038,0.898718,0.361015,36.101541,0.699664,30.033559,0.555572,0.701972,29.802787,30.392111,69.607889,0.570398,42.960215,0.439201,car_mask,0.427874,0.599316,0.526926,63.401608,0.070874,180.013888,0.201231,0.445841,"{""x0"": 47, ""y0"": 41, ""x1"": 734, ""y1"": 406, ""pad_px"": 20, ""min_size_px"": 87, ""square"": false}",,C:\Users\Johannes\Documents\Studium\Wintersemester25\Thesis\Projekt\BestimmungProduktgenauigkeit\runs\cla_vs_claFront_5\normalized\ref_cla_ref_norm.png,C:\Users\Johannes\Documents\Studium\Wintersemester25\Thesis\Projekt\BestimmungProduktgenauigkeit\runs\cla_vs_claFront_5\normalized\ref_cla_gen_norm.png,C:\Users\Johannes\Documents\Studium\Wintersemester25\Thesis\Projekt\BestimmungProduktgenauigkeit\runs\cla_vs_claFront_5\car_only\ref_cla_ref_car_only.png,C:\Users\Johannes\Documents\Studium\Wintersemester25\Thesis\Projekt\BestimmungProduktgenauigkeit\runs\cla_vs_claFront_5\car_only\ref_cla_gen_car_only.png,C:\Users\Johannes\Documents\Studium\Wintersemester25\Thesis\Projekt\BestimmungProduktgenauigkeit\runs\cla_vs_claFront_5\lpips_spatial\ref_cla_lpips_spatial.json
