filename,reference_width,reference_height,generated_width,generated_height,normalized_width,normalized_height,normalization_mode,ssim,ssim_percent,lpips,lpips_map_mean,lpips_heatmap_path,lpips_similarity_percent,lpips_foreground,lpips_foreground_similarity_percent,delta_e_ciede2000,delta_e_similarity_percent,ref_norm_path,gen_norm_path,lpips_car_only,lpips_car_only_similarity_percent,ssim_car_only,car_mask_area_ratio,car_bbox,car_fallback_reason,car_only_ref_path,car_only_gen_path,mask_iou,mask_dice,mask_area_ratio,centroid_distance_px,centroid_distance_norm,hausdorff_px,hausdorff_norm
ref_cla - Kopie.png,715,438,2514,1536,715,438,letterbox,0.770005,77.000475,0.034135,0.053417,C:\Users\Johannes\Documents\Studium\Wintersemester25\Thesis\Projekt\BestimmungProduktgenauigkeit\runs\cla_-_Kopie_vs_cla_-_Kopie_5\lpips_heatmaps\ref_cla - Kopie_lpips_heatmap.png,96.586476,0.028715,97.128531,4.124227,95.875773,C:\Users\Johannes\Documents\Studium\Wintersemester25\Thesis\Projekt\BestimmungProduktgenauigkeit\runs\cla_-_Kopie_vs_cla_-_Kopie_5\normalized\ref_cla - Kopie_ref_norm.png,C:\Users\Johannes\Documents\Studium\Wintersemester25\Thesis\Projekt\BestimmungProduktgenauigkeit\runs\cla_-_Kopie_vs_cla_-_Kopie_5\normalized\ref_cla - Kopie_gen_norm.png,,,,0.000000,,Car-only deaktiviert,,,0.933085,0.965384,1.037927,7.918953,0.009444,203.710579,0.242949
