filename,reference_width,reference_height,generated_width,generated_height,normalized_width,normalized_height,normalization_mode,main_metric_scope,content_mask_area_px,content_mask_area_ratio,ssim,ssim_percent,lpips,lpips_similarity_percent,lpips_map_mean,lpips_foreground,lpips_foreground_similarity_percent,delta_e_ciede2000,delta_e_similarity_percent,lpips_car_only,lpips_car_only_similarity_percent,ssim_car_only,mask_metric_scope,mask_iou,mask_dice,mask_area_ratio,centroid_distance_px,centroid_distance_norm,hausdorff_px,hausdorff_norm,car_mask_area_ratio,car_bbox,car_fallback_reason,ref_norm_path,gen_norm_path,car_only_ref_path,car_only_gen_path,lpips_spatial_path
ref_claFront.png,1920,1200,2736,1536,1920,1200,letterbox,content_mask,2069760,0.898333,0.456060,45.605955,0.666696,33.330417,0.805839,0.681918,31.808227,30.420038,69.579962,,,,none,,,,,,,,0.000000,,Car-only deaktiviert,C:\Users\Johannes\Documents\Studium\Wintersemester25\Thesis\Projekt\BestimmungProduktgenauigkeit\runs\claFront_vs_cla_2\normalized\ref_claFront_ref_norm.png,C:\Users\Johannes\Documents\Studium\Wintersemester25\Thesis\Projekt\BestimmungProduktgenauigkeit\runs\claFront_vs_cla_2\normalized\ref_claFront_gen_norm.png,,,C:\Users\Johannes\Documents\Studium\Wintersemester25\Thesis\Projekt\BestimmungProduktgenauigkeit\runs\claFront_vs_cla_2\lpips_spatial\ref_claFront_lpips_spatial.json
