filename,reference_width,reference_height,generated_width,generated_height,normalized_width,normalized_height,normalization_mode,main_metric_scope,content_mask_area_px,content_mask_area_ratio,ssim,ssim_percent,lpips,lpips_map_mean,lpips_heatmap_path,lpips_similarity_percent,lpips_foreground,lpips_foreground_similarity_percent,delta_e_ciede2000,delta_e_similarity_percent,ref_norm_path,gen_norm_path,lpips_car_only,lpips_car_only_similarity_percent,ssim_car_only,car_mask_area_ratio,car_bbox,car_fallback_reason,car_only_ref_path,car_only_gen_path,mask_iou,mask_dice,mask_area_ratio,centroid_distance_px,centroid_distance_norm,hausdorff_px,hausdorff_norm,mask_metric_scope
ref_cla.png,780,438,2736,1536,780,438,letterbox,content_mask,341640,1.000000,0.896718,89.671808,0.026060,0.045722,C:\Users\Johannes\Documents\Studium\Wintersemester25\Thesis\Projekt\BestimmungProduktgenauigkeit\runs\cla_vs_cla_5\lpips_heatmaps\ref_cla_lpips_heatmap.png,97.394044,0.021319,97.868087,2.926950,97.073050,C:\Users\Johannes\Documents\Studium\Wintersemester25\Thesis\Projekt\BestimmungProduktgenauigkeit\runs\cla_vs_cla_5\normalized\ref_cla_ref_norm.png,C:\Users\Johannes\Documents\Studium\Wintersemester25\Thesis\Projekt\BestimmungProduktgenauigkeit\runs\cla_vs_cla_5\normalized\ref_cla_gen_norm.png,,,,0.000000,,Car-only deaktiviert,,,,,,,,,,none
